,Unnamed: 0,News,Label
1232,1082,Quit Smoking! Smoking Cigarettes Causes 150 Genetic Mutations and Cancer,False
1116,966,"Police Family Fakes Robbery, Vandalizes Own Home to Blame it On Black Lives Matter",False
153,3,Bernie supporters on Twitter erupt in anger against the DNC: 'We tried to warn you!',False
1307,1157,Twitter has been looking into the future: read the best 16 predictions,False
886,736,What Brian Williamss Chopper Whopper Says About Modern News Media,True
1198,1048,"Sure, We Want An Honest And Trustworthy President, But It's Complicated",True
130,130,Some neighborhood schools are closing.,True
127,127,The Air Force wants taxpayers to fund a fantasy football league.,False
1080,930,Iran nuclear talks: What if the deal falls through?,True
374,224,Dems sue GOP over Trump's 'rigged' complaints,False
450,300,Doomsday Election,False
1455,1305,Will Latino loathing of Trump drive a voter movement to swing the election?,True
873,723,Trick-Or-Treaters Get Their Socks Rocked By BADASS Hillary Pumpkin Outside,False
474,324,"Poll: Hillary Clinton, Bernie Sanders both top Trump",True
1428,1278,Donald Trump v Bernie Sanders: confusion reigns over possible debate,True
1005,855,Why Negotiators At Paris Climate Talks Are Tossing The Kyoto Model,True
1312,1162,The People Are Laughing at the Liberal Media,False
1114,964,"David Sweat shot, captured alive after New York manhunt",True
1278,1128,Jake Tapper to moderate 's first GOP debate,True
