,News,Label
131,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,TRUE
132,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",TRUE
133,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",FALSE
134,Says the U.S. Supreme Court found that Social Security is not guaranteed.,TRUE
135,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,FALSE
136,Oregonians have an amazing no-cost way to fight abortion with free political donations,TRUE
137,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.",FALSE
138,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",FALSE
139,Newt Gingrichs immigration plan offers a new doorway to amnesty.,TRUE
140,Mr. Caprio is a career politician who has never worked in the private sector.,FALSE
141,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",FALSE
142,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!",TRUE
143,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,TRUE
144,Donald Trump has said nuclear proliferation is OK.,TRUE
145,"Hillary Clinton has taken over $800,000 from lobbyists.",TRUE
146,Barack Obama has never even worked in business.,FALSE
147,Says the Arizona immigration law expressly bans racial profiling.,TRUE
148,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,FALSE
149,"On the VA: Over 300,000 veterans have died waiting for care.",FALSE
0,You Can Smell Hillaryâ€™s Fear,FALSE
1,Watch The Exact Moment Paul Ryan Committed Political Suicide At A Trump Rally (VIDEO),FALSE
2,Kerry to go to Paris in gesture of sympathy,TRUE
3,Bernie supporters on Twitter erupt in anger against the DNC: 'We tried to warn you!',FALSE
4,The Battle of New York: Why This Primary Matters,TRUE
5,"Tehran, USA",FALSE
6,Girl Horrified At What She Watches Boyfriend Do After He Left FaceTime On,FALSE
7,â€˜Britainâ€™s Schindlerâ€™ Dies at 106,TRUE
8,Fact check: Trump and Clinton at the 'commander-in-chief' forum,TRUE
9,Iran reportedly makes new push for uranium concessions in nuclear talks,TRUE
10,"With all three Clintons in Iowa, a glimpse at the fire that has eluded Hillary Clintonâ€™s campaign",TRUE
11,Donald Trumpâ€™s Shockingly Weak Delegate Game Somehow Got Even Worse,TRUE
12,"Strong Solar Storm, Tech Risks Today | S0 News Oct.26.2016 [VIDEO]",FALSE
13,10 Ways America Is Preparing for World War 3,FALSE
14,"Trump takes on Cruz, but lightly",TRUE
15,How women lead differently,TRUE
16,Shocking! Michele Obama & Hillary Caught Glamorizing Date Rape Promoters,FALSE
17,Hillary Clinton in HUGE Trouble After America Noticed SICK Thing Hidden in this Picture... * LIBERTY WRITERS NEWS,FALSE
18,What's in that Iran bill that Obama doesn't like?,TRUE
19,The 1 chart that explains everything you need to know about partisanship in America,TRUE
20,The slippery slope to Trumpâ€™s proposed ban on Muslims,TRUE
21,Episode #160 â€“ SUNDAY WIRE: â€˜Hail to the Deplorablesâ€™ with special guest Randy J,FALSE
22,Hillary Clinton Makes A Bipartisan Appeal on Staten Island,TRUE
23,New Senate majority leaderâ€™s main goal for GOP: Donâ€™t be scary,TRUE
24,â€˜Infernoâ€™ and the Overpopulation Myth,FALSE
25,Anti-Trump forces seek last-ditch delegate revolt,TRUE
26,Sanders Trounces Clinton in W. Va. -- But Will It Make a Difference?,TRUE
27,Donald Trump Is Changing His Campaign Slogan to Prove Heâ€™s Not Racist,TRUE
28,Pure chaos: Donald Trumpâ€™s campaign management offers a glimpse into his governing style (spoiler alert: itâ€™s terrible),TRUE
29,"Syrian War Report â€“ November 1, 2016: Syrian Military Deploys Advanced T-90 Battle Tanks to Aleppo",FALSE
30,Jeffrey Sewell et al. : Metabiology face to face with Artificial Intelligence [VIDEO],FALSE
31,Why Itâ€™s Necessary To Relax Into A Stretch,FALSE
32,"Brexit Encourages UK to Trade With Non-EU States, Including Russia",FALSE
33,"2016 interview with Socrates: Another day of Life in the Empire! Are we near an endgame, or fools to ever â€˜hope for changeâ€™? (6 of ?)",FALSE
34,Mike Pence Drapes Shawl Over Immodest Lady Justice Statue - The Onion - America's Finest News Source,FALSE
35,First Ever Hindu Woman Elected into Congress,FALSE
36,Donald Groped Hillary in 2005! Trump and Weiner Sext Each Other!,FALSE
37,Ex-Assistant FBI Director: Clintons Are a Crime Family,FALSE
38,Hillary Wants Aggressively Interventionist Foreign Policy,FALSE
39,Both parties want to craft populist messages for 2016,TRUE
40,First Take: Wall Street bids goodbye to June hike,TRUE
41,Real Disclosure! Secret Alien Base Found In Moon's Tycho Crater,FALSE
42,Homeless Woman Protects Trumpâ€™s Walk of Fame Star From Violent Leftists,FALSE
43,"With 3:20 a.m. tweet storm Saturday, Clinton continues to mock Trumpâ€™s Friday â€˜meltdownâ€™",TRUE
44,220 â€˜Significantâ€™ Pipeline Spills Already This Year Exposes Troubling Safety Record,FALSE
45,Obama makes the right call to tough it out in Afghanistan,TRUE
46,Senate race rankings: Dems attack as GOP lays swing-state groundwork,TRUE
47,â€˜He didnâ€™t know the boy didnâ€™t want to be rapedâ€™ â€“ court throws out Muslim migrant child sex charge and Germans are in shock,FALSE
48,Pieczenik â€œRogue FBI Agents and Wikileaks are Spearheading a Movement to Stop the Clintons from Stealing the White Houseâ€ â€“ TruthFeed,FALSE
49,American politics has reached peak polarization,TRUE
50,Anti-Muhammad cartoon contest: Free speech or deliberately provocative? (+video),TRUE
51,"3 Effects of Substance Abuse on Individual, Family and Community",FALSE
52,Tree Shaped Vertical Farms That Grow 24 Acres Of Urban Crops,FALSE
53,New Comment Features have been Added,FALSE
54,World's newspapers react to 'Hebdo' attack,TRUE
55,Ying and Yang (the Gold and Silver Set-Up),FALSE
56,"Closed primaries, 'warped' democracy?",TRUE
57,Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protestors,FALSE
58,Donald Trump: Hillary Clinton has 'caused tremendous death',TRUE
59,Detroit womenâ€™s Halloween decorations depict â€˜real-life horrorsâ€™ â€¦ such as shootings police by police,FALSE
60,Biden makes another surprise political stop,TRUE
61,"Hillary Clinton's declining favorability numbers, in context",TRUE
62,Comment on Quid Pro Quo? Wikileaks Email Reveals Clinton Campaign Eyeing Paul Ryanâ€™s Relative for Supreme Court by lenore.lee,FALSE
63,Hillary Clinton: The criminal investigation keeps moving forward,TRUE
64,Rubioâ€™s parting shot at Trump,TRUE
65,Loretta Lynch becomes first African-American woman AG.,TRUE
66,Why it's funny Republicans are upset with Facebook: Column,TRUE
67,FBI checking if Orlando shooter's wife knew attack plan but didn't warn police,TRUE
68,Is google and YouTube in the Hillary's purse?,FALSE
69,Handicapping the Hispanic vote for 2016 GOPers,TRUE
70,Truth Will Out Radio: The Laconia Incident,FALSE
71,GOP establishment nightmare? Ted Cruz vs. Donald Trump,TRUE
72,Bernie Sanders lost poor voters in South Carolina by a big margin â€” a problem for his political revolution,TRUE
73,Should I Get Botox?,FALSE
74,Jeb Bush Picks Up Endorsement From Lindsey Graham,TRUE
75,"2016 Republican race enters a new, volatile phase",TRUE
76,"â€˜Hands up, donâ€™t shootâ€™ was built on a lie",TRUE
77,Lavrov and Kerry discuss Syrian settlement,FALSE
78,BREAKING : DOJ Says They Will â€œHELPâ€ Review the 650K Emails â€“ TruthFeed,FALSE
79,Bernie Sanders' call for ouster of two convention co-chairs rejected,TRUE
80,Five Reasons the New York Democratic Primary Felt Competitive,TRUE
81,"To get around Congress, Obama turns to city halls",TRUE
82,Celebrity Deathmatch: Darkmoon Sages Make Their Final Predictions on US Election,FALSE
83,John Kerry: ISIS responsible for genocide,TRUE
84,Mitt Romney's Re-Invention As Anti-Poverty Warrior,TRUE
85,King: Fill the Supreme Court vacancy,TRUE
86,"Ted Cruz is toast: Itâ€™s not just that he wonâ€™t be president â€” his days in the Senate are numbered, too",TRUE
87,Obamaâ€™s speech in Selma was an answer to those who question his love for America,FALSE
88,Where Does Bernie Sanders Go From Here?,TRUE
89,Exclusive: GOP campaigns plot revolt against RNC,TRUE
90,Revelation Unleashed: Unlocking The Mysteries Of The Bibleâ€™s Most Mysterious Book,FALSE
91,Silent Counter-Coup by 17 Intel Agencies To Stop Crooked Clintons [Video],FALSE
92,"Why Hillary Clinton, not Bernie Sanders, 'won' town hall",TRUE
93,French police hunt two brothers accused of Charlie Hebdo terror attack,TRUE
94,"The Mandela Effect was made by one overlooked 33 year old man, an ascended master (video and proof)",FALSE
95,CNN: One voter can make a difference by voting repeatedly,FALSE
96,Give Social Security recipients a CEO-style raise,TRUE
97,"Fireworks erupt between Trump and Bush, Rubio and Cruz at GOP debate",TRUE
98,"Obama, sounding like his critics, admits no 'complete strategy' for Iraq",TRUE
99,How Ted Cruz Became Ted Cruz,TRUE
100,Newly Approved GM Potatoes Have Potential to Silence Human Genes,FALSE
101,Accord reached after Sanders sues the DNC over suspended access to critical voter list,TRUE
102,Why the latest Patriot Act reform wonâ€™t be enough to rein in the NSA,TRUE
103,"FBI expands probe of Clinton emails, launches independent classification review",TRUE
104,Where is Gary Johnson?,TRUE
105,"The Arcturian Group by Marilyn Raffaele October 23, 2016 [VIDEO]",FALSE
106,Nuclear weapons question,FALSE
107,Kevin MacDonald celebrates Trumpâ€™s Amazing Victory,FALSE
108,"The amazing AquTru water filter, version 2.0, is now in stock: I've snagged 500 units for Natural News readers at a deep discount",FALSE
109,What happens if Clinton drops out?,TRUE
110,Brothers ID'd as suicide bombers in Belgium,TRUE
111,Glorifying Violence,FALSE
112,Russia may run out of patience and respond to USA's rudeness,FALSE
113,The David Duke Show: Hillaryâ€™s Treason and Why Trump & Duke Will Win,FALSE
114,Don't blame all immigrants for San Francisco shooting,TRUE
115,Netanyahu: I Won't Allow Israel to Be 'Submerged' by Refugees,TRUE
116,APOCALYPSE NOW: Trump Voters Warn Of â€˜Revolutionâ€™ If Clinton Wins,FALSE
117,"Geo-Engineering Unlikely to Work, Conservation Group Says",FALSE
118,3 Questions Ahead Of Tonight's Democratic Debate,TRUE
119,Obama's terror strategy is failing: US must heed lessons of 9/11,TRUE
120,â€œBernie needs to be ground to a pulp.â€ Leaked Email to John Podesta in February,FALSE
121,Selma 50 years on: John Lewis's recalls the march,TRUE
122,â€œWe Were Long Overdue A Presidential Assassination Anywayâ€,FALSE
123,"Flip-flop: Vox warns of serious risk of Election Day violence, and not the good kind either",FALSE
124,Third-party presidential candidates fight for 15% in polls â€“ and a spot in debates,TRUE
125,"Bush, Rubio and Kasich eye one another in the shadow of Trump",TRUE
126,Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats,FALSE
127,"Putin Congratulates Trump, Says Russia Is Ready To Restore Relations With The US",FALSE
128,Monsieur Malbrough est Mort | New Eastern Outlook,FALSE
129,Conspiracy theories swirl around the death of Antonin Scalia,TRUE
130,"What is one more election thread, ehhh?",FALSE
131,McCain: Trump doesn't understand Syria,TRUE
132,Trump manager says 'undercover voters' will deliver win in US election,TRUE
133,Re: WikiLeaks: â€˜How is what Bill Clinton did different from what Bill Cosby did?â€™ #PodestaEmails20,FALSE
134,"REPORT: Megyn Trashes Trump, Newtâ€¦ Then Murdoch Announces Replacements Are Available",FALSE
135,Suspect captured in â€˜ambush-styleâ€™ killings of two Iowa cops,FALSE
136,Re: 10 Things That Every American Should Know About Donald Trumpâ€™s Plan To Save The U.S. Economy,FALSE
137,The next president can have a big impact on climate policy â€” even without Congress,TRUE
138,Look at the SHOCKING Number of Kids Born To Illegals in 2014,FALSE
139,Mother And Daughter Remind MSNBC Reporter That Trump Has Black Supporters,FALSE
140,Justice Department Staffers Monitor Polls on Election Day,TRUE
141,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,FALSE
142,Poll: 71 percent of Dems think Clinton should keep running even if indicted,TRUE
143,Trumped!,FALSE
144,Is the Iran deal unraveling? Think again. | Institution,TRUE
145,Saturnâ€™s Baffling Hexagon â€” The Raging Storm Four Times the Size of Earth has Changed Its Colors,FALSE
146,"Cyrus Mistry renames himself Rohit Sharma-Mistry, gets job back",FALSE
147,The FBI intervenes in the 2016 election,FALSE
148,"Re: If Donald Trump Wins, He Will Be 70 Years, 7 Months And 7 Days Old On His First Full Day In Office",FALSE
149,Shutdown clash to return in force by December,TRUE
150,Classless Obama Refuses Photo-Op of White House Welcome with Trump,FALSE
151,Comment on Maryland Trump Supporter: They Switched My Vote to Hillary by misterdawg,FALSE
152,Stuff in the News That No One Is Talking About Because of the Election,FALSE
153,Blizzard of charges and countercharges melts away as opinions of Trump and Clinton are frozen,TRUE
154,Social Media Is Censoring FBIâ€™s Re-Opened Clinton Email Investigation,FALSE
155,Obama Inches Closer to Veto-Proof Support for Iran Nuclear Deal,TRUE
156,How Clinton plans to stop Sanders' momentum,TRUE
157,Martin Oâ€™Malley Praises Senate Democrats for Holding Up Trade Deal,TRUE
158,Shiâ€™ite Militias Join Iraqâ€™s Mosul Attack,FALSE
159,â€˜Super PACâ€™ Gets Early Start on Pushing for a 2016 Clinton Campaign,TRUE
160,Christianity under attack: US must do more to promote religious freedom,TRUE
161,U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them,FALSE
162,VIDEO: Journalist Shot by Militarized Police at Standing Rock While Conducting an Interview,FALSE
163,"Buffett: If I Ran Fed, I Would Not Raise Rates Significantly",TRUE
164,Are Tensions With Russia Even Real?,FALSE
165,Iran agrees to nuclear restrictions in framework deal with world powers,TRUE
166,Comment on This Is What Constipation Does To Your Body by THIS IS WHAT CONSTIPATION DOES TO YOUR BODY | TheHealthology,FALSE
167,Fifteen Quotes Proving False Flag Terrorism & the Existence of a â€˜Shadow Governmentâ€™,FALSE
168,"Bernie Sandersâ€™s vast universe of donors, mapped",TRUE
169,"Former Ambassador Andrew Young calls for end to water fluoridation, â€œCivil Rights Issueâ€",FALSE
170,Trump's New Ad Portraying 'Every Mother's Worst Nightmare' is Nothing Short of Chilling,FALSE
171,Undercover Video Exposes Obamaâ€™s Plan to Make American â€œGun Lawsâ€ More Like Britain â€“ TruthFeed,FALSE
172,So That Happened: Did Obama Forget That The GOP Runs Congress?,TRUE
173,"Syrian War Report â€“ November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",FALSE
174,Should Christians Celebrate Halloween?,FALSE
175,Sunday in Charleston: Worship at Emanuel AME,TRUE
176,Only Making Matters Worse in Syria,FALSE
177,"FACT CHECK: Hillary Clinton's Speech To The Democratic Convention, Annotated",TRUE
178,BUSTED: Clinton Foundation Directly Tied To Plot To Steal Election,FALSE
179,Connecticut Becomes First State To Boycott Indiana Over LGBT Discrimination Law,TRUE
180,Scott Walker Confronts Doubts About His Grasp of Foreign Policy,TRUE
181,Iran carries out new ballistic missile test,TRUE
182,Assange: Donald Trump Wonâ€™t Be Allowed to Win â€“ Clinton & ISIS Funded by Same Interests,FALSE
183,Why Joe Biden can't get no respect,TRUE
184,"Come on, Paul Ryan must be running in 2016, right? Right?",TRUE
185,Why Bernie Sanders needs to start winning big states â€” big,TRUE
186,Leaked: Whatâ€™s in Obamaâ€™s trade deal,TRUE
187,"Michael Moore admits no women ever melted the ice caps, bombs American history",FALSE
188,Someone Isn't Telling The Truth About Freddie Gray's Death,TRUE
189,Prison employee pleaded not guilty to aiding escape of two murderers,TRUE
190,Culchie Tries To Explain Rules Of 25 One More Time,FALSE
191,Election Day: No Legal Pot In Ohio; Democrats Lose In The South,TRUE
192,President Trump: A colossal failure for democracy and our terrifying new reality,TRUE
193,Who had to go :-),FALSE
194,Raqqa/Mosul: Politicians Fiddle As Middle East Burns,FALSE
195,Chris Christie losing home-state donors as Jeb Bush makes inroads,TRUE
196,Washington Home Depot store receives order for five-thousand gallons of gold exterior paint,FALSE
197,Western Lynch Mob on Russia Ties Itself up in Absurd Anots      : Information,FALSE
198,Can Sanders rally supporters around Clinton after DNC email leak?,TRUE
199,'Historic' climate deal in sight as nations parse final text,TRUE
200,We Live In A Time Where Each Individual Has Immense Power,FALSE
201,"Trump slams 'corrupt' media, as more women make sexual assault claims",TRUE
202,Only Demented Imbeciles Want A Killary Reign Of Terror,FALSE
203,This anti-Trump advert on the side of a bus is really visually clever and you have to see it in motion,FALSE
204,Americans Are So Disconnected From Reality That â€œInsouciantâ€ Has Become An Euphemism,FALSE
205,The 5 unspoken rules for covering Hillary Clinton,TRUE
206,"Hillary Melts Down Over Weiner In Public, PICS Prove Campaign Is Imploding",FALSE
