,Unnamed: 0,News,Label
1112,962,"Charlie Hebdo attack: Suspects' names, photos released",TRUE
158,8,Fact check: Trump and Clinton at the 'commander-in-chief' forum,TRUE
291,141,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,FALSE
604,454,Hillary Clinton: No role whatsoever for American soldiers on the ground in Iraq,TRUE
353,203,This anti-Trump advert on the side of a bus is really visually clever and you have to see it in motion,FALSE
402,252,Kerry Adviser Marie Harf in Twitter Fight Over Iran Nukes,TRUE
136,136,Oregonians have an amazing no-cost way to fight abortion with free political donations,TRUE
874,724,Amurexit from NAFTA TPP Wall Street and Global Policeman,FALSE
409,259,FOX News Just Admitted It Made Up Story About Hillary Being Indicted For Foundation,FALSE
1418,1268,"Like Warsaw ghetto: Attendees attacked, surrounded at Israeli speaker event at London university",FALSE
1207,1057,DONALD TRUMP & DEUTSCHE BANK: DID CLINTONS LEAN ON US JUSTICE DEPARTMENT?,FALSE
137,137,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.",FALSE
1258,1108,Republicans are crossing a dangerous new line: sabotaging US foreign policy,TRUE
415,265,Schlonged! NYT: FBI reopened Hillary probe thanks to  ANTHONY WEINER?,FALSE
881,731,"After Brussels, Trump's 'strength' resonates with GOP voters (+video)",TRUE
297,147,The FBI intervenes in the 2016 election,FALSE
545,395,US officials scanning terror databases in search for Paris attack suspects,TRUE
1120,970,Leaked email shows Monsanto Executive V.P. invited to 'Hillraiser' fundraiser to put Clinton into the White House for Monsanto's benefit,FALSE
1364,1214,GOP insiders: It was a rough night for Ted Cruz,TRUE
1441,1291,Experts Just Uncovered The Top Secret Server Trump Uses To Talk To Russia,FALSE
122,122,Says 88 Texas constables have died in the line of duty.,TRUE
1365,1215,"Space Wars Likely In The Future As US, Russia Develop Satellite Weapons",FALSE
338,188,Someone Isn't Telling The Truth About Freddie Gray's Death,TRUE
753,603,Hillarys No Slam Dunk in 2016,TRUE
507,357,Obama: Trump is unfit to serve as president,TRUE
351,201,"Trump slams 'corrupt' media, as more women make sexual assault claims",TRUE
865,715,Paris climate summit: What to expect from historic talks,TRUE
1383,1233,Can Sanders' millennials switch to Clinton?,TRUE
1425,1275,"Mired in third, Marco Rubio prepares for a long, drawn-out Republican race",TRUE
653,503,Obama seeks to calm fears over terrorism ahead of holiday season,TRUE
1416,1266,"Mitt Romney: Donald Trump is a 'phony, a fraud'",TRUE
671,521,BrotherJohnF Silver Update: Fake Election,FALSE
687,537,Alabama Prison Officials Retaliate Against Prison Strike Leader By Cutting Water To Cell,FALSE
734,584,White House Monitoring Iran Aid Ship to Yemen,TRUE
944,794,Trump controlled by Mossad,FALSE
1306,1156,EgyptAir crash: official dismisses claim that remains suggest blast,TRUE
1282,1132,Juror in Oregon militia trial dismissed for bias: judge,FALSE
281,131,McCain: Trump doesn't understand Syria,TRUE
460,310,Furious parents slam damaging BBC sex change show aimed at six-year-olds,FALSE
290,140,Justice Department Staffers Monitor Polls on Election Day,TRUE
550,400,Links 11/12/16,FALSE
147,147,Says the Arizona immigration law expressly bans racial profiling.,TRUE
44,44,We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,FALSE
1230,1080,Lawyer Who Kept Hillary Campaign Chief Out of Jail in DOJ Hillary Probe,FALSE
145,145,"Hillary Clinton has taken over $800,000 from lobbyists.",TRUE
1179,1029,U.S. Currency Hidden Images,FALSE
977,827,"Head Of Medicare, Who Oversaw Obamacare Rollout, Will Step Down",TRUE
221,71,GOP establishment nightmare? Ted Cruz vs. Donald Trump,TRUE
1193,1043,Trump Supporters Booby Trap Polling Place And Spill Blood Of Election Volunteer (VIDEO) | Addicting Info | The Knowledge You Crave,FALSE
374,224,Dems sue GOP over Trump's 'rigged' complaints,FALSE
373,223,Trump Proudly Declares: Most Of The People Ive Insulted Deserved It,FALSE
273,123,"Flip-flop: Vox warns of serious risk of Election Day violence, and not the good kind either",FALSE
1435,1285,"FBI Assistant Director Goes Rogue, Stabs Hillary in the Back on National TV",FALSE
836,686,Obama trade bill in trouble,TRUE
116,116,"In a majority of states, you can now marry freely, but can still be fired for who you love.",TRUE
267,117,"Geo-Engineering Unlikely to Work, Conservation Group Says",FALSE
848,698,"Andrew Maguire  Paper Gold Market Trades Jaw-Dropping 6,800 Tonnes In One Day!",FALSE
1271,1121,Reince Priebus is in over his head,TRUE
1354,1204,BOMBSHELL: Hillary Clintons Leaked Audio Proves She Rigs Elections,FALSE
927,777,FREE Summit from Health Experts Teaches About Healthy Fats to Reverse Disease and Lose Weight,FALSE
904,754,"Hillary Clinton Promises Steady Leadership, More Jobs in Historic Speech",TRUE
681,531,Donald Trump cant resist blaming Bill Clinton when his own sexism comes up,TRUE
596,446,John Kirby and the US State Department Blatantly Support Terrorists - Henry Kamens,FALSE
1218,1068,Federal court: NSA phone record collection is excessive,TRUE
1185,1035,Oathkeepers to Prevent Voter Fraud- Operation Sabot,FALSE
936,786,Babylon Mystery Religion Series,FALSE
509,359,Study: Phytochemical Found In Broccoli And Cauliflower Attacks Prostate Cancer Cells,FALSE
985,835,Is it possible to fix the polarization of American politics?,TRUE
153,3,Bernie supporters on Twitter erupt in anger against the DNC: 'We tried to warn you!',FALSE
828,678,"More Beer, Less Vodka as Russians Mull Ongoing Crisis - Rustem Falyakhov",FALSE
484,334,Netflix Ceo: TVs Future includes Hallucination Pills,FALSE
1150,1000,His campaigns statement that Trump accepts the truth of Obamas birthplace is filled with falsehoods,TRUE
1159,1009,White House counsel reportedly kept in dark on Clintons personal email use,TRUE
38,38,"In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.",FALSE
1461,1311,"United States  reformation or fracture?, by Thierry Meyssan",FALSE
1285,1135,"Jordanian fighter jets strike hard at ISIS, pay tribute to murdered pilot",TRUE
641,491,"Ryan so far proves he can 'make the sausage,' but he'll likely be serving a much different House party in 2016",TRUE
133,133,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",FALSE
841,691,"Happy New Year, Wall Street: Congress Has Another Gift For You",TRUE
272,122,We Were Long Overdue A Presidential Assassination Anyway,FALSE
1226,1076,"Lesson learned? Goldman Sachs says not to expect ""Brexit-type surprise"" on Nov. 8",FALSE
868,718,"Supreme Court: your right to a ""speedy trial"" ends when you're declared guilty",TRUE
931,781,Donald Trump: The next President of the United States of America,FALSE
630,480,How the confidence deficit is impacting the 2016 election,TRUE
315,165,Iran agrees to nuclear restrictions in framework deal with world powers,TRUE
937,787,Relief efforts to find survivors intensify amid powerful aftershocks,TRUE
1125,975,Climate Engineering And Cryosphere Collapse,FALSE
911,761,Julian Assange October Surprise REVEALED,FALSE
595,445,"Clinton and Trump: How they view ISIS, Putin, and US generals",TRUE
588,438,"Comment on Score one for the Second Amendment: Pizza Hut worker shoots, kills attempted robber by lynnmccrann",FALSE
869,719,We told you so! The Zika virus is harmless,FALSE
1165,1015,"Kurdish forces, backed by U.S. airstrikes, launch offensive in Iraq",TRUE
1000,850,Carly Fiorina will appear in top-tier Reagan Library debate,TRUE
423,273,"Christians drop, 'nones' soar in new religion portrait",TRUE
912,762,First Contact Film Trailer,FALSE
1426,1276,Comment on Facebook Daughters Day Hoax Is A Sign Of The Times by para kazanmak,FALSE
321,171,Undercover Video Exposes Obamas Plan to Make American Gun Laws More Like Britain  TruthFeed,FALSE
864,714,Is it necessary to break the law to improve your standard of living?,FALSE
26,26,Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.,TRUE
602,452,'America is already strong': Obama continues Democrats' optimism,TRUE
461,311,Trump Family Say Trump Brand Has NOT Been Damaged,FALSE
1245,1095,"Rebels Escalate Attacks on Western Aleppo, Killing 12 Civilians",FALSE
1329,1179,John Podestas New Global Order,FALSE
925,775,The Northern Sea Route: New Prospects for the Pacific Rim | New Eastern Outlook,FALSE
157,7,Britains Schindler Dies at 106,TRUE
445,295,Rand Paul Goes on Senate Floor to Protest NSA Spying Measure,TRUE
663,513,"BREAKING: New Law Stops Hillary In Her Tracks, She Is Now Officially Ineligible To Run",FALSE
647,497,Hacking Accusations Against Russia Are Sign of Washington's Desperation,FALSE
84,84,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,TRUE
893,743,Major Corporate Sponsors Are Scaling Back Support for GOP Convention,TRUE
1128,978,Barack Obama Marks 50th Anniversary Of 'Bloody Sunday' With Powerful Speech In Selma,TRUE
1385,1235,Standing Rock Indian Reservation: Thousands Of Wild Buffalo Appear Out Of Nowhere,FALSE
1097,947,Brian Williams Under Fire Over His Shifting Story Of Iraq Helicopter Attack,TRUE
782,632,President Obama really really really really hates Maureen Dowd,TRUE
870,720,Debating the Future of American Power Abroad,TRUE
494,344,AP FACT CHECK: The Republican debaters and the facts,TRUE
1309,1159,"Trump suggests he might have prevented 9/11 attacks, extending feud with Bush",TRUE
208,58,Donald Trump: Hillary Clinton has 'caused tremendous death',TRUE
524,374,"'Top secret' emails on Clinton server discussed drone program, may reference classified info",TRUE
1092,942,Were All Going To Lose On November 8th: Get Prepped With This Post-Election Chaos Checklist (VIDEO),FALSE
1410,1260,Malaysia to Buy Ships From China in Another Blow to US Regional Dominance,FALSE
283,133,Re: WikiLeaks: How is what Bill Clinton did different from what Bill Cosby did? #PodestaEmails20,FALSE
61,61,"Said he's the only Republican candidate ""who's actually turned around a government economy.""",TRUE
446,296,China Airport Security Robot Gives Electroshocks,FALSE
205,55,Ying and Yang (the Gold and Silver Set-Up),FALSE
697,547,'NO CAMP! NO CAMP!': Scuffles break out at Hungary train station after police stop migrant train,TRUE
1151,1001,"White House, Dems seek to water down Iran bill",TRUE
751,601,Popular Health Exchange In Jeopardy After Surprise Republican Win,TRUE
